DATABASE	PRIMARY NAME	ABBREVIATION	NAMES	KEGG ID(S)	FORMULA	CHARGE
cpd02639_c0	D-myo-Inositol 1,2-cyclic phosphate	D-myo-Inositol 1,2-cyclic phosphate	1D-myo-Inositol 1,2-cyclic phosphate|D-myo-Inositol 1,2-cyclic phosphate	C04299	C6H10O8P	-1
cpd02640_c0	Estradiol-17alpha 3-D-glucuronoside	Estradiol-17alpha 3-D-glucuronoside	Estradiol-17alpha 3-D-glucuronoside	C04300	C24H31O8	-1
cpd02641_c0	N(alpha)-t-Butoxycarbonyl-L-leucine	N(alpha)-t-Butoxycarbonyl-L-leucine	N(alpha)-t-Butoxycarbonyl-L-leucine	C04301	C11H20NO4	-1
cpd02642_c0	N-5-phosphoribosyl-anthranilate	pran	N-(5-phospho-beta-D-ribosyl)-anthranilate|N-5-phosphoribosyl-anthranilate|N--5-Phospho-D-ribosylanthranilate|N-(5-Phosphoribosyl)anthranilic acid|N-(5-Phospho-beta-D-ribosyl)anthranilate|N-(5-Phospho-D-ribosyl)anthranilate	C04302	C12H14NO9P	-2
cpd02643_c0	Bz-Arg-p-nitroanilide	Bz-Arg-p-nitroanilide	Bz-Arg-p-nitroanilide|N-Benzoyl-D-arginine-4-nitroanilide	C04303	C19H23N6O4	1
cpd02644_c0	P1,P2-Bis(5'-adenosyl) triphosphate	P1,P2-Bis(5'-adenosyl) triphosphate	P1,P2-Bis(5'-adenosyl) triphosphate	C04307	C20H24N10O16P3	-3
cpd02645_c0	Phosphoenol-4-deoxy-3-tetrulosonate	Phosphoenol-4-deoxy-3-tetrulosonate	Phosphoenol-4-deoxy-3-tetrulosonate	C04309	C4H5O7P	-2
cpd02646_c0	cis-1,2-Dihydronaphthalene-1,2-diol	cis-1,2-Dihydronaphthalene-1,2-diol	(1R,2S)-1,2-Dihydronaphthalene-1,2-diol|cis-1,2-Dihydronaphthalene-1,2-diol	C04314	C10H10O2	0
cpd02647_c0	Galbeta1->3acyl1Gro	Galbeta1->3acyl1Gro	Mono-beta-D-galactosylacylglycerol|Galbeta1->3acyl1Gro|Gal-beta1->3acyl1Gro|Monogalactosyl-monoacylglycerol|sn-3-D-Galactosyl-sn-2-acylglycerol	C04315	C10H17O9R	0
cpd02648_c0	(1-Hydroxycyclohexan-1-yl)acetyl-CoA	(1-Hydroxycyclohexan-1-yl)acetyl-CoA	(1-Hydroxycyclohexan-1-yl)acetyl-CoA	C04316	C29H45N7O18P3S	-3
cpd02649_c0	1-Alkyl-sn-glycero-3-phosphocholine	1-Alkyl-sn-glycero-3-phosphocholine	1-Alkyl-sn-glycero-3-phosphocholine|1-Alkyl-2-lyso-sn-glycero-3-phosphocholine|1-Radyl-2-lyso-sn-glycero-3-phosphocholine|1-Organyl-2-lyso-sn-glycero-3-phosphocholine	C04317	C8H19NO6PR	0
cpd02650_c0	11-O-Demethyl-17-O-deacetylvindoline	11-O-Demethyl-17-O-deacetylvindoline	11-O-Demethyl-17-O-deacetylvindoline	C04318	C22H28N2O5	0
cpd02651_c0	3,4-Dihydro-2H-Pyrrole-2-carboxylate	3,4-Dihydro-2H-Pyrrole-2-carboxylate	3,4-Dihydro-2H-Pyrrole-2-carboxylate	C04322	C5H6NO2	-1
cpd02652_c0	3,5-Dichloro-4-hydroxyphenylpyruvate	3,5-Dichloro-4-hydroxyphenylpyruvate	3,5-Dichloro-4-hydroxyphenylpyruvate	C04323	C9H4O4Cl2	-2
cpd02653_c0	4-Carboxy-2-hydroxy-cis,cis-muconate	4-Carboxy-2-hydroxy-cis,cis-muconate	4-Carboxy-2-hydroxyhexa-2,4-cis,cis-dienedioate|4-Carboxy-2-hydroxy-cis,cis-muconate	C04324	C7H3O7	-3
cpd02654_c0	4-Methyl-5--2-phosphoethyl-thiazole	4mpetz	4-methyl-5-(2- phosphoethyl)-thiazole|4-Methyl-5--2-phosphoethyl-thiazole|4-Methyl-5-(2-phosphono-oxyethyl)-thiazole|4-Methyl-5-(2-phosphoethyl)-thiazole	C04327	C6H9NO4PS	-1
cpd02655_c0	5,10-Methenyltetrahydromethanopterin	5,10-Methenyltetrahydromethanopterin	N5,N10-Methenyltetrahydromethanopterin|5,10-Methenyl-5,6,7,8-tetrahydromethanopterin|5,10-Methenyltetrahydromethanopterin	C04330	C31H41N6O16P	-2
cpd02656_c0	6-7-Dimethyl-8--1-D-ribityllumazine	dmlz	6-7-Dimethyl-8--1-D-ribityllumazine|6,7-Dimethyl-8-(1-D-ribityl)lumazine	C04332	C13H18N4O6	0
cpd02657_c0	2,1' dianhydride	2,1' dianhydride	2,1' dianhydride|Di-D-fructose 1,2'|Difructose anhydride I|Bis-D-fructose 2',1:2,1'-dianhydride	C04333	C12H20O10	0
cpd02658_c0	N(alpha)-Benzyloxycarbonyl-L-leucine	N(alpha)-Benzyloxycarbonyl-L-leucine	N(alpha)-Benzyloxycarbonyl-L-leucine	C04335	C14H18NO4	-1
cpd02659_c0	N-Glycolyl-D-mannosamine 6-phosphate	N-Glycolyl-D-mannosamine 6-phosphate	N-Glycolyl-D-mannosamine 6-phosphate	C04336	C8H15NO10P	-1
cpd02660_c0	Ngamma-Nitro-L-arginine methyl ester	Ngamma-Nitro-L-arginine methyl ester	Ngamma-Nitro-L-arginine methyl ester	C04337	C7H17N5O4	2
cpd02661_c0	dTDP-4-amino-4,6-dideoxy-D-galactose	dtdp4addg	dTDP-4-amino-4,6-dideoxy-D-galactose	C04346	C16H26N3O14P2	-1
cpd02662_c0	Malyl-CoA	malylcoa	Malyl-CoA|L-Malyl-CoA|(3S)-3-Carboxy-3-hydroxypropionyl-CoA|(3S)-3-Carboxy-3-hydroxypropanoyl-CoA	C04348	C25H36N7O20P3S	-4
cpd02663_c0	2,5-Diketo-3-deoxy-D-gluconate	46dh25dohxn	2,5-Diketo-3-deoxy-D-gluconate|3-Deoxy-D-glycero-2,5-hexodiulosonate|(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	C04349	C6H7O6	-1
cpd02664_c0	(E)-4-Hydroxyphenylacetaldehyde-oxime	(E)-4-Hydroxyphenylacetaldehyde-oxime	(E)-4-Hydroxyphenylacetaldehyde-oxime	C04350	C8H9NO2	0
cpd02665_c0	(R)-2-Methylimino-1-phenylpropan-1-ol	(R)-2-Methylimino-1-phenylpropan-1-ol	(R)-2-Methylimino-1-phenylpropan-1-ol	C04351	C10H13NO	0
cpd02666_c0	(R)-4'-Phosphopantothenoyl-L-cysteine	4ppcys	N-(-R-4-Phosphopantothenoyl)-L-cysteine|N-[(R)-4'-Phosphopantothenoyl]-L-cysteine|N-((R)-4-Phosphopantothenoyl)-L-cysteine|(R)-4'-Phosphopantothenoyl-L-cysteine	C04352	C12H21N2O9PS	-2
cpd02667_c0	(Z)-4-Hydroxyphenylacetaldehyde-oxime	(Z)-4-Hydroxyphenylacetaldehyde-oxime	(Z)-4-Hydroxyphenylacetaldehyde-oxime	C04353	C8H9NO2	0
cpd02668_c0	1,2-beta-D-Glucuronosyl-D-glucuronate	1,2-beta-D-Glucuronosyl-D-glucuronate	1,2-beta-D-Glucuronosyl-D-glucuronate	C04354	C12H16O13	-2
cpd02669_c0	1-(3,4-Dimethylphenyl)ethane-1,2-diol	1-(3,4-Dimethylphenyl)ethane-1,2-diol	1-(3,4-Dimethylphenyl)ethane-1,2-diol		C10H14O2	0
cpd02670_c0	1-Deoxy-D-altro-heptulose 7-phosphate	1-Deoxy-D-altro-heptulose 7-phosphate	1-Deoxy-D-altro-heptulose 7-phosphate	C04359	C7H14O9P	-1
cpd02671_c0	1-O,2-O,6-O-Trigalloyl-beta-D-glucose	1-O,2-O,6-O-Trigalloyl-beta-D-glucose	1-O,2-O,6-O-Trigalloyl-beta-D-glucose	C04360	C27H24O18	0
cpd02672_c0	3-(2-Carboxyethenyl)-cis,cis-muconate	3-(2-Carboxyethenyl)-cis,cis-muconate	3-(2-Carboxyethenyl)-cis,cis-muconate	C04366	C9H5O6	-3
cpd02673_c0	3-(3,5-Diiodo-4-hydroxyphenyl)lactate	3-(3,5-Diiodo-4-hydroxyphenyl)lactate	3-(3,5-Diiodo-4-hydroxyphenyl)lactate	C04367	C9H7O4I2	-1
cpd02674_c0	beta-Tyrosine	beta-Tyrosine	beta-Tyrosine|3-Amino-3-(4-hydroxyphenyl)propanoate	C04368	C9H11NO3	0
cpd02675_c0	3-Mercapto-2-mercaptomethylpropanoate	3-Mercapto-2-mercaptomethylpropanoate	3-Mercapto-2-mercaptomethylpropanoate	C04371	C4H7O2S2	-1
cpd02676_c0	3-O-L-Alanyl-1-O-phosphatidylglycerol	3-O-L-Alanyl-1-O-phosphatidylglycerol	3-O-L-Alanyl-1-O-phosphatidylglycerol	C04372	C10H18NO10PR	-1
cpd02677_c0	Etiocholan-3alpha-ol-17-one	Etiocholan-3alpha-ol-17-one	3alpha-Hydroxyetiocholan-17-one|Etiocholan-3alpha-ol-17-one|3alpha-Hydroxy-5beta-androstan-17-one	C04373	C19H30O2	0
cpd02678_c0	N-Formyl-GAR	fgam	5'-phosphoribosylformylglycinamide|N2-Formyl-N1--5-phospho-D-ribosylglycinamide|N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide|N-Formylglycinamide ribonucleotide|N-Formyl-GAR|5'-Phosphoribosyl-N-formylglycinamide	C04376	C8H14N2O9P	-1
cpd02679_c0	5,10-Methylenetetrahydromethanopterin	5,10-Methylenetetrahydromethanopterin	N5,N10-Methylenetetrahydromethanopterin|5,10-Methylenetetrahydromethanopterin	C04377	C31H42N6O16P	-3
cpd02680_c0	7-alpha-D-Ribosyladenine 5'-phosphate	7-alpha-D-Ribosyladenine 5'-phosphate	7-alpha-D-Ribosyladenine 5'-phosphate	C04378	C10H13N5O7P	-1
cpd02681_c0	9,11alpha-Epoxypregn-4-ene-3,20-dione	9,11alpha-Epoxypregn-4-ene-3,20-dione	9,11alpha-Epoxypregn-4-ene-3,20-dione	C04379	C21H28O3	0
cpd02682_c0	Adenosine 5'-(gamma-thio)triphosphate	Adenosine 5'-(gamma-thio)triphosphate	Adenosine 5'-(gamma-thio)triphosphate		C10H13N5O12P3S	-3
cpd02683_c0	Dihydrostreptomycin 3'alpha-phosphate	Dihydrostreptomycin 3'alpha-phosphate	Dihydrostreptomycin 3'alpha-phosphate	C04382	C21H44N7O15P	2
cpd02684_c0	Flavonol 3-O-(6-O-malonyl-beta-D-glucoside)	Flavonol 3-O-(6-O-malonyl-beta-D-glucoside)	Flavonol 3-O-(6-O-malonyl-beta-D-glucoside)	C04385	C24H21O11	-1
cpd02685_c0	N-acetyl-LL-2,6-diaminopimelate	26dapime	N-acetyl-LL-2,6-diaminopimelate|N-Acetyl-LL-2,6-diaminoheptanedioate|N6-Acetyl-L-2,6-diaminopimelate|N6-Acetyl-L-2,6-diaminoheptanedioate|N2-Acetyl-LL-2,6-diaminopimelate|N6-Acetyl-LL-2,6-diaminopimelate|N2-Acetyl-LL-2,6-diaminoheptanedioate|N6-Acetyl-LL-2,6-diaminoheptanedioate	C04390	C9H15N2O5	-1
cpd02686_c0	XppppX	XppppX	XppppX|P1,P4-Bis(5'-xanthosyl) tetraphosphate	C04392	C20H22N8O23P4	-4
cpd02687_c0	Peptideglycan(N-acetyl-D-glucosamine)	Peptideglycan(N-acetyl-D-glucosamine)	Peptideglycan(N-acetyl-D-glucosamine)|Peptidoglycan(N-acetyl-D-glucosamine)	C04394	C34H60N8O18	0
cpd02688_c0	S-Methyl-3-phospho-1-thio-D-glycerate	S-Methyl-3-phospho-1-thio-D-glycerate	S-Methyl-3-phospho-1-thio-D-glycerate	C04399	C4H8O6PS	-1
cpd02689_c0	beta-D-Glucosyl-1-phosphoundecaprenol	beta-D-Glucosyl-1-phosphoundecaprenol	beta-D-Glucosyl-1-phosphoundecaprenol	C04403	C61H100O9P	-1
cpd02690_c0	trans-4-Hydroxycyclohexanecarboxylate	trans-4-Hydroxycyclohexanecarboxylate	trans-4-Hydroxycyclohexanecarboxylate	C04404	C7H11O3	-1
cpd02691_c0	2-methyl-3-hydroxy-butyryl-CoA	3hmbcoa	2-methyl-3-hydroxy-butyryl-CoA|M_3_Hydroxy_2_methyl_butyryl_CoA|(S)-3-Hydroxy-2-methylbutyryl-CoA|(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA	C04405	C26H41N7O18P3S	-3
cpd02692_c0	2-Amino-3-carboxymuconate semialdehyde	cmusa	2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate|2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate|2-Amino-3-carboxymuconate semialdehyde	C04409	C7H5NO5	-2
cpd02693_c0	3-Isopropylmalate	3c2hmp	2-D-threo-Hydroxy-3-carboxy-isocaproate|3-Carboxy-2-hydroxy-4-methylpentanoate|3-Isopropylmalate|(2R,3S)-3-Isopropylmalate	C04411	C7H10O5	-2
cpd02694_c0	4-O-beta-D-Glucosyl-4-hydroxycinnamate	4-O-beta-D-Glucosyl-4-hydroxycinnamate	4-O-beta-D-Glucosyl-4-hydroxycinnamate	C04415	C15H17O8	-1
cpd02695_c0	5alpha-Ergosta-7,22-diene-3beta,5-diol	5alpha-Ergosta-7,22-diene-3beta,5-diol	5alpha-Ergosta-7,22-diene-3beta,5-diol	C04416	C28H46O2	0
cpd02696_c0	N-Acetyl-L-phenylalanyl-L-diiodotyrosine	N-Acetyl-L-phenylalanyl-L-diiodotyrosine	N-Acetyl-L-phenylalanyl-L-diiodotyrosine	C04418	C20H19N2O5I2	-1
cpd02697_c0	D-Fructofuranose 1,2':2,3'-dianhydride	D-Fructofuranose 1,2':2,3'-dianhydride	D-Fructofuranose 1,2':2,3'-dianhydride	C04420	C12H20O10	0
cpd02698_c0	N-Succinyl-L-2,6-diaminopimelate	sl26da	N-Succinyl-LL-2-6-diaminoheptanedioate|N-Succinyl-L-2,6-diaminopimelate|N-Succinyl-L-2,6-diaminoheptanedioate|N-Succinyl-LL-2,6-diaminopimelate|N-Succinyl-LL-2,6-diaminoheptanedioate	C04421	C11H16N2O7	-2
cpd02699_c0	Nicotinamide hypoxanthine dinucleotide	Nicotinamide hypoxanthine dinucleotide	Nicotinamide hypoxanthine dinucleotide	C04423	C21H25N6O15P2	-1
cpd02700_c0	S-(2-Methylpropionyl)-dihydrolipoamide	2mpdhl	Enzyme N6-(S-[2-methylpropanoyl]dihydrolipoyl)lysine|S-(2-Methylpropionyl)-dihydrolipoamide-E|S-(2-Methylpropanoyl)-dihydrolipoamide-E|[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine|S-(2-Methylpropionyl)-dihydrolipoamide|S-(2-Methylpropanoyl)-dihydrolipoamide	C04424|C15977	C12H23NO2S2	0
cpd02701_c0	S-Adenosyl-4-methylthio-2-oxobutanoate	amob	S-Adenosyl-4-methylthio-2-oxobutanoate	C04425	C15H19N5O6S	0
cpd02702_c0	UDP-N-acetyl-D-galactosamine 4-sulfate	UDP-N-acetyl-D-galactosamine 4-sulfate	UDP-N-acetyl-D-galactosamine 4-sulfate	C04426	C17H24N3O20P2S	-3
cpd02703_c0	UDP-N-acetyl-beta-D-mannosaminouronate	UDP-N-acetyl-beta-D-mannosaminouronate	UDP-N-acetyl-beta-D-mannosaminouronate	C04427	C17H22N3O18P2	-3
cpd02704_c0	alpha-D-Galactosyl-N-acetyllactosamine	alpha-D-Galactosyl-N-acetyllactosamine	alpha-D-Galactosyl-N-acetyllactosamine	C04428	C20H35NO16	0
cpd02705_c0	4-Carboxymethylenebut-2-en-4-olide	4-Carboxymethylenebut-2-en-4-olide	4-Carboxymethylenebut-2-en-4-olide|cis-4-Carboxymethylenebut-2-en-4-olide	C04431	C6H3O4	-1
cpd02706_c0	(E)-3,7-Dimethylocta-1,6-diene-3,8-diol	(E)-3,7-Dimethylocta-1,6-diene-3,8-diol	(E)-3,7-Dimethylocta-1,6-diene-3,8-diol	C04433	C10H18O2	0
cpd02707_c0	4-Oxalomesaconate	4-Oxalomesaconate	4-Oxalmesaconic acid|4-Oxalomesaconate|(E)-4-Oxobut-1-ene-1,2,4-tricarboxylate	C04434	C7H3O7	-3
cpd02708_c0	cis-2-Methyl-5-isopropylhexa-2,5-dienal	cis-2-Methyl-5-isopropylhexa-2,5-dienal	cis-2-Methyl-5-isopropylhexa-2,5-dienal|(Z)-2-Methyl-5-isopropylhexa-2,5-dienal	C04435	C10H16O	0
cpd02709_c0	1-(5-Phosphoribosyl)imidazole-4-acetate	1-(5-Phosphoribosyl)imidazole-4-acetate	1-(5-Phosphoribosyl)imidazole-4-acetate	C04437	C10H13N2O9P	-2
cpd02710_c0	2-(3-Carboxy-3-aminopropyl)-L-histidine	caphis	Elongation factor 2 2-(3-carboxy-3-aminopropyl)-L-histidine|EF-2 2-(3-carboxy-3-aminopropyl)-L-histidine|Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine|2-(3-Carboxy-3-aminopropyl)-L-histidine|2-(3-amino-3-carboxypropyl)-L-histidine	C04441	C10H16N4O4	0
cpd02711_c0	2-Keto-3-deoxy-6-phosphogluconate	2ddg6p	2-keto-3-deoxy-6-phospho-gluconate|2-Dehydro-3-deoxy-D-gluconate6-phosphate|2-Dehydro-3-deoxy-D-gluconate 6-phosphate|2-Keto-3-deoxy-6-phosphogluconate|6-Phospho-2-dehydro-3-deoxy-D-gluconate|2-Dehydro-3-deoxy-6-phospho-D-gluconate	C04442	C6H9O9P	-2
cpd02712_c0	3-O-Methylquercetin	3-O-Methylquercetin	3-O-Methylquercetin|3-Methoxy-5,7,3',4'-tetrahydroxyflavone|3',4',5,7-Tetrahydroxy-3-methoxyflavone	C04443	C16H12O7	0
cpd02713_c0	3,7,4'-Tri-O-methylquercetin	3,7,4'-Tri-O-methylquercetin	3,7,4'-Tri-O-methylquercetin|3',5-Dihydroxy-3,4',7-trimethoxyflavone	C04444	C18H16O7	0
cpd02714_c0	3,4-Dehydrothiomorpholine-3-carboxylate	3,4-Dehydrothiomorpholine-3-carboxylate	3,4-Dehydrothiomorpholine-3-carboxylate	C04445	C5H6NO2S	-1
cpd02715_c0	3-(3,4-Dihydroxypyridin-1-yl)-L-alanine	3-(3,4-Dihydroxypyridin-1-yl)-L-alanine	3-(3,4-Dihydroxypyridin-1-yl)-L-alanine	C04446	C8H9N2O4	-1
cpd02716_c0	3-Carboxy-4-methoxy-N-methyl-2-pyridone	3-Carboxy-4-methoxy-N-methyl-2-pyridone	3-Carboxy-4-methoxy-N-methyl-2-pyridone	C04447	C8H8NO4	-1
cpd02717_c0	4-Carboxy-2-hydroxyhexa-2,4-dienedioate	omaenol	4-Carboxy-2-hydroxyhexa-2,4-dienedioate	C04451	C7H3O7	-3
cpd02718_c0	4-Nitrophenol-alpha-D-galactopyranoside	4-Nitrophenol-alpha-D-galactopyranoside	4-Nitrophenol-alpha-D-galactopyranoside	C04452	C12H15NO8	0
cpd02719_c0	4alpha-Methyl-5alpha-cholest-7-en-3-one	4alpha-Methyl-5alpha-cholest-7-en-3-one	4alpha-Methyl-5alpha-cholest-7-en-3-one	C04453	C28H46O	0
cpd02720_c0	5-Amino-6--5-phosphoribitylaminouracil	5aprbu	5-Amino-6--5-phosphoribitylaminouracil|5-Amino-6-(5-phosphoribitylamino)uracil|5-Amino-2,6-dioxy-4-(5'-phosphoribitylamino)pyrimidine|5-Amino-6-(5'-phosphoribitylamino)uracil	C04454	C9H16N4O9P	-1
cpd02721_c0	DKHP	cbs_72	2-deoxy-5-keto-D-gluconic-acid-6-phosphate|DKHP|2-Deoxy-5-keto-D-gluconic acid 6-phosphate|5-Dehydro-2-deoxy-D-gluconate 6-phosphate|6-Phospho-5-dehydro-2-deoxy-D-gluconate	C04456|C06893	C6H9O9P	-2
cpd02722_c0	Dihydrostreptomycin 6,3''-bis-phosphate	Dihydrostreptomycin 6,3''-bis-phosphate	Dihydrostreptomycin 6,3''-bis-phosphate	C04458	C21H44N7O18P2	1
cpd02723_c0	N-Acetyl-D-glucosamine 1,6-bisphosphate	N-Acetyl-D-glucosamine 1,6-bisphosphate	N-Acetyl-alpha-D-glucosamine 1,6-bisphosphate|N-Acetyl-D-glucosamine 1,6-bisphosphate	C04461	C8H15NO12P2	-2
cpd02724_c0	N-Succinyl-L-2-amino-6-oxopimelate	sl2a6o	(S)-2-(Succinylamino)-6-oxoheptanedioate|N-Succinyl-epsilon-keto-L-aminopimelic acid|N-Succinyl-2-amino-6-oxo-L-pimelic acid|N-Succinyl-L-2-amino-6-oxopimelate|N-Succinyl-L-2-amino-6-oxoheptanedioate|N-Succinyl-2-L-amino-6-oxoheptanedioate	C04462	C11H12NO8	-3
cpd02725_c0	alpha,alpha'-Trehalose 6,6'-bismycolate	alpha,alpha'-Trehalose 6,6'-bismycolate	alpha,alpha'-Trehalose 6,6'-bismycolate	C04465	C76H142O15	0
cpd02726_c0	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol	(+)-cis-3,4-Dihydrophenanthrene-3,4-diol	cis-3,4-Dihydroxy-3,4-dihydrophenanthrene|(+)-cis-3,4-Dihydrophenanthrene-3,4-diol	C04468	C14H12O2	0
cpd02727_c0	(+/-)-2-(4'-Isobutylphenyl)propionitrile	(+/-)-2-(4'-Isobutylphenyl)propionitrile	(+/-)-2-(4'-Isobutylphenyl)propionitrile	C04469	C13H17N	0
cpd02728_c0	(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate	(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate	(4S,5S)-4,5-Dihydroxy-2,6-dioxohexanoate	C04471	C6H7O6	-1
cpd02729_c0	Inositol 1,3,4,6-tetrakisphosphate	Inositol 1,3,4,6-tetrakisphosphate	Inositol 1,3,4,6-tetrakisphosphate|D-myo-Inositol 1,3,4,6-tetrakisphosphate|1D-myo-Inositol 1,3,4,6-tetrakisphosphate	C04477	C6H12O18P4	-4
cpd02730_c0	3-Deoxy-D-manno-octulosonate8-phosphate	kdo8p	3-Deoxy-D-manno-octulosonate8-phosphate|2-Dehydro-3-deoxy-D-octonate 8-phosphate|3-Deoxy-D-manno-octulosonate 8-phosphate	C04478	C8H13O11P	-2
cpd02731_c0	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	hkndd	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	C04479	C9H8O6	-2
cpd02732_c0	3-Carboxy-2-hydroxymuconate semialdehyde	3-Carboxy-2-hydroxymuconate semialdehyde	3-Carboxy-2-hydroxymuconate semialdehyde	C04480	C7H4O6	-2
cpd02733_c0	Deoxycholate	Deoxycholate	3alpha,12alpha-Dihydroxy-5beta-cholanic acid|Deoxycholate|Deoxycholic acid|3alpha,12alpha-Dihydroxy-5beta-cholanate	C04483	C24H39O4	-1
cpd02734_c0	4-Carboxy-2-hydroxymuconate semialdehyde	4-Carboxy-2-hydroxymuconate semialdehyde	4-Carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde|4-Carboxy-2-hydroxymuconate semialdehyde	C04484	C7H4O6	-2
cpd02735_c0	5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene	5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene	5-(4-Acetoxybut-1-ynyl)-2,2'-bithiophene	C04485	C14H12O2S2	0
cpd02736_c0	5-(4-Hydroxybut-1-ynyl)-2,2'-bithiophene	5-(4-Hydroxybut-1-ynyl)-2,2'-bithiophene	5-(4-Hydroxybut-1-ynyl)-2,2'-bithiophene	C04486	C12H10OS2	0
cpd02737_c0	5-Methyl-H4MPT	5-Methyl-H4MPT	5-Methyl-H4MPT|5-Methyltetrahydromethanopterin|5-Methyl-5,6,7,8-tetrahydromethanopterin	C04488	C31H44N6O16P	-3
cpd02738_c0	5-Methyltetrahydropteroyltri-L-glutamate	mhpglu	5-Methyltetrahydropteroyltri-L-glutamate	C04489	C30H35N9O12	-4
cpd02739_c0	Keracyanin	Keracyanin	Keracyanin|Cyanidin 3-rutinoside|Cyanidin-3-rhamnoglucoside chloride	C04491	Cl	-3
cpd02740_c0	Guanosine 5'-triphosphate,3'-diphosphate	gdptp	Guanosine 5'-triphosphate,3'-diphosphate|Guanosine 3'-diphosphate 5'-triphosphate	C04494	C10H13N5O20P5	-5
cpd02741_c0	N-(4-Guanidinobutyl)-4-hydroxycinnamide	N-(4-Guanidinobutyl)-4-hydroxycinnamide	N-(4-Guanidinobutyl)-4-hydroxycinnamide	C04498	C14H21N4O2	1
cpd02743_c0	N-Acetyl-beta-D-glucosaminyl-glycopeptide	N-Acetyl-beta-D-glucosaminyl-glycopeptide	N-Acetyl-beta-D-glucosaminyl-glycopeptide	C04502	C8H14NO6R	0
cpd02744_c0	N'-Phosphoguanidinoethyl methyl phosphate	N'-Phosphoguanidinoethyl methyl phosphate	N'-Phosphoguanidinoethyl methyl phosphate	C04503	C4H11N3O7P2	-2
cpd02745_c0	alpha-D-Galactosyl-diphosphoundecaprenol	alpha-D-Galactosyl-diphosphoundecaprenol	alpha-D-Galactosyl-diphosphoundecaprenol	C04507	C61H100O12P2	-2
cpd02746_c0	all trans Decaprenyl diphosphate	decdp_tb	di-trans,poly-cis-Decaprenyl diphosphate|all trans Decaprenyl diphosphate|all-trans-Decaprenyl diphosphate|(E,E,E,E,E,E,E,Z,Z) Decaprenyl diphosphate	C17432|C04509	C50H82O7P2	-2
cpd02747_c0	trans-1,2-Dihydronaphthalene-1,2-diol	trans-1,2-Dihydronaphthalene-1,2-diol	trans-1,2-Dihydronaphthalene-1,2-diol|(1S,2S)-1,2-Dihydronaphthalene-1,2-diol	C04514	C10H10O2	0
cpd02748_c0	1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose	1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose	1,2,3,6-Tetrakis-O-galloyl-beta-D-glucose	C04516	C34H28O22	0
cpd02749_c0	1-Alkenylglycerophosphocholine	1-Alkenylglycerophosphocholine	1-O-Alk-1-enyl-glycero-3-phosphocholine|1-Alkenylglycerophosphocholine|1-Alkenyl-sn-glycero-3-phosphocholine|1-(1-Alkenyl)-sn-glycero-3-phosphocholine	C04517	C10H21NO6PR	0
cpd02750_c0	17alpha,20alpha-Dihydroxypregn-4-en-3-one	17alpha,20alpha-Dihydroxypregn-4-en-3-one	17alpha,20alpha-Dihydroxypregn-4-en-3-one	C04518	C21H32O3	0
cpd02751_c0	Inositol 3,4,5,6-tetrakisphosphate	Inositol 3,4,5,6-tetrakisphosphate	Inositol 3,4,5,6-tetrakisphosphate|D-myo-Inositol 3,4,5,6-tetrakisphosphate|1D-myo-Inositol 3,4,5,6-tetrakisphosphate	C04520	C6H12O18P4	-4
cpd02752_c0	2,7-Anhydro-alpha-N-acetylneuraminic acid	2,7-Anhydro-alpha-N-acetylneuraminic acid	2,7-Anhydro-alpha-N-acetylneuraminic acid	C04521	C11H16NO8	-1
cpd02753_c0	2-Chloro-5-oxo-2,5-dihydrofuran-2-acetate	2-Chloro-5-oxo-2,5-dihydrofuran-2-acetate	2-Chloro-5-oxo-2,5-dihydrofuran-2-acetate|5-Chloro-2,5-dihydro-2-oxofuran-5-acetate|2-Chloro-2,5-dihydro-5-oxofuran-2-acetate	C04522	C6H4O4Cl	-1
cpd02754_c0	2-Protocatechoylphloroglucinolcarboxylate	2pcpgc	2-(3,4-Dihydroxybenzoyloxy)-4,6-dihydroxybenzoate|2-Protocatechoylphloroglucinolcarboxylate	C04524	C14H9O8	-1
cpd02755_c0	Fecosterol	fecost	24-Methylene-5alpha-cholest-8-en-3beta-ol|Fecosterol	C04525	C28H46O	0
cpd02756_c0	3'-Deoxydihydrostreptomycin 3''-phosphate	3'-Deoxydihydrostreptomycin 3''-phosphate	3'-Deoxydihydrostreptomycin 3''-phosphate	C04526	C21H44N7O14P	2
